,Unnamed: 0,title,link,abstract,author,pre_author_num,pre_doi,pre_pdf_link,pre_images_num,pre_words_num,pre_pages_num,top_words,pub_link,published
161,162,The transposable element-rich genome of the cereal pest Sitophilus oryzae,https://www.biorxiv.org/content/10.1101/2021.03.03.408021v5,"Background The rice weevil Sitophilus oryzae is one of the most important agricultural pests, causin","Nicolas Parisot, Carlos Vargas-Chavez, Clément Goubert, Patrice Baa-Puyoulet, Séverine Balmand, Louis Beranger, Caroline Blanc, Aymeric Bonnamour, Matthieu Boulesteix, Nelly Burlet, Federica Calevro, Patrick Callaerts, Théo Chancy, Hubert Charles, Stefano Colella, André Da Silva Barbosa, Elisa DellAglio, Alex Di Genova, Gérard Febvay, Toni Gabaldon, Mariana Galvão Ferrarini, Alexandra Gerber, Benjamin Gillet, Robert Hubley, Sandrine Hughes, Emmanuelle Jacquin-Joly, Justin Maire, Marina Marcet-Houben, Florent Masson, Camille Meslin, Nicolas Montagne, Andrés Moya, Ana Tereza Ribeiro de Vasconcelos, Gautier Richard, Jeb Rosen, Marie-France Sagot, Arian F.A. Smit, Jessica M. Storer, Carole Vincent-Monegat, Agnès Vallier, Aurélien Vigneron, Anna Zaidman-Remy, Waël Zamoum, Cristina Vieira, Rita Rebollo, Amparo Latorre, Abdelaziz Heddi",47,https://doi.org/10.1101/2021.03.03.408021 ,https://www.biorxiv.org/content/10.1101/2021.03.03.408021v5.full.pdf,,218039,68,"https, org, te, genome, oryzae, license, al, et, elements, available",http://dx.doi.org/10.1186/s12915-021-01158-2,1
162,163,Intrinsic neural timescales related to sensory processing: Evidence from abnormal behavioural states,https://www.biorxiv.org/content/10.1101/2020.07.30.229161v1,The brain exhibits a complex temporal structure which translates into a hierarchy of distinct neural,"Federico Zilio, Javier Gomez-Pilar, Shumei Cao, Jun Zhang, Di Zang, Zengxin Qi, Jiaxing Tan, Tanigawa Hiromi, Xuehai Wu, Stuart Fogel, Zirui Huang, Matthias R. Hohmann, Tatiana Fomina, Matthis Synofzik, Moritz Grosse-Wentrup, Adrian M. Owen, Georg Northoff",17,https://doi.org/10.1101/2020.07.30.229161 ,https://www.biorxiv.org/content/10.1101/2020.07.30.229161v1.full.pdf,,121825,54,"https, org, al, et, acw, brain, ple, all, sensory, sleep",http://dx.doi.org/10.1016/j.neuroimage.2020.117579,0
163,164,The influence of adaptation to life at high-altitude on condition dependent sexual shape and size dimorphism in Drosophila melanogaster,https://www.biorxiv.org/content/10.1101/2021.06.30.450630v1,Sexual dimorphism is common despite factors such as inter-sex genetic correlations and sex-specific ,"Maria Pesevski, Ian Dworkin",2,https://doi.org/10.1101/2021.06.30.450630 ,https://www.biorxiv.org/content/10.1101/2021.06.30.450630v1.full.pdf,19,135495,58,"size, al, et, sex, license, wing, shape, sexual, population, altitude",,0
164,165,"Early and Late Effects of Maternal Experience on Hippocampal Neurogenesis, Microglia, and the Circulating Cytokine Milieu",https://www.biorxiv.org/content/10.1101/388009v2,"The maternal brain displays considerable plasticity, and motherhood is associated with changes in af","Rand S Eid, Jessica A Chaiton, Stephanie E Lieblich, Tamara S Bodnar, Joanne Weinberg, Liisa AM Galea",6,https://doi.org/10.1101/388009 ,https://www.biorxiv.org/content/10.1101/388009v2.full.pdf,18,139465,45,"rats, al, et, age, nulliparous, il, primiparous, postpartum, license, ir",http://dx.doi.org/10.1016/j.neurobiolaging.2019.01.021,1
165,166,A mean-field approach for modeling the propagation of perturbations in biochemical reaction networks,https://www.biorxiv.org/content/10.1101/2021.01.26.428329v1,"Often, the time evolution of a biochemical reaction network is crucial for determining the effects o","Michelle Przedborski, David Sharon, Steven Chan, Mohammad Kohandel",4,https://doi.org/10.1101/2021.01.26.428329 ,https://www.biorxiv.org/content/10.1101/2021.01.26.428329v1.full.pdf,18,178571,32,"drug, protein, myc, model, data, treatment, parameter, expression, chop, venetoclax",http://dx.doi.org/10.1016/j.ejps.2021.105919,1
166,167,A suitable murine model for studying respiratory coronavirus infection and therapeutic countermeasures in BSL-2 laboratories,https://www.biorxiv.org/content/10.1101/2021.05.28.446200v1,"Several animal models are being used to explore important features of COVID-19, nevertheless none of","Ana Cláudia dos Santos Pereira Andrade, Gabriel Henrique Campolina-Silva, Celso Martins Queiroz-Junior, Leonardo Camilo de Oliveira, Larisse de Souza Barbosa Lacerda, Jordane Clarisse Pimenta, Filipe Resende Oliveira de Souza, Ian de Meira Chaves, Ingredy Beatriz Passos, Danielle Cunha Teixeira, Paloma Graziele Bittencourt-Silva, Priscila Aparecida Costa Valadão, Leonardo Rossi-Oliveira, Maisa Mota Antunes, André Felipe Almeida Figueiredo, Natália Teixeira Wnuk, Jairo R. Temerozo, André Costa Ferreira, Allysson Cramer, Cleida Aparecida Oliveira, Ricardo Durães-Carvalho, Clarice Weis Arns, Pedro Pires Goulart Guimarães, Guilherme Mattos Jardim Costa, Gustavo Batista de Menezes, Cristina Guatimosim, Glauber Santos Ferreira da Silva, Thiago Moreno L. Souza, Breno Rocha Barrioni, Marivalda de Magalhães Pereira, Lirlândia Pires de Sousa, Mauro Martins Teixeira, Vivian Vasconcelos Costa",33,https://doi.org/10.1101/2021.05.28.446200 ,https://www.biorxiv.org/content/10.1101/2021.05.28.446200v1.full.pdf,8,94170,40,"mice, infection, mhv, license, lung, fig, sars, available, org, cov",,0
167,168,Architecture of the cytoplasmic face of the nuclear pore,https://www.biorxiv.org/content/10.1101/2021.10.26.465790v1,The nuclear pore complex (NPC) is the sole bidirectional gateway for nucleocytoplasmic transport. De,"Christopher J. Bley, Si Nie, George W. Mobbs, Stefan Petrovic, Anna T. Gres, Xiaoyu Liu, Somnath Mukherjee, Sho Harvey, Ferdinand M. Huber, Daniel H. Lin, Bonnie Brown, Aaron W. Tang, Emily J. Rundlet, Ana R. Correia, Shane Chen, Saroj G. Regmi, Mary Dasso, Alina Patke, Alexander F. Palazzo, Anthony A. Kossiakoff, André Hoelz",21,https://doi.org/10.1101/2021.10.26.465790 ,https://www.biorxiv.org/content/10.1101/2021.10.26.465790v1.full.pdf,13,143401,66,"fig, nuclear, npc, cfnc, binding, et, complex, all, cytoplasmic, ran",http://dx.doi.org/10.1126/science.abm9129,1
168,169,Monoclonal antibodies targeting the influenza virus N6 neuraminidase,https://www.biorxiv.org/content/10.1101/2021.02.15.431355v1,Influenza A viruses are a diverse species that include 16 hemagglutinin (HA) subtypes and 9 neuramin,"Shirin Strohmeier, Fatima Amanat, Juan Manuel Carreño, Florian Krammer",4,https://doi.org/10.1101/2021.02.15.431355 ,https://www.biorxiv.org/content/10.1101/2021.02.15.431355v1.full.pdf,17,71575,35,"kl, mabs, na, influenza, license, virus, antibody, viruses, cells, antibodies",,0
169,170,Bone Marrow-Derived AXL Tyrosine Kinase Promotes Mitogenic Crosstalk and Cardiac Allograft Vasculopathy,https://www.biorxiv.org/content/10.1101/2021.02.04.429773v1,Cardiac Allograft Vasculopathy (CAV) is a leading contributor to late transplant rejection. Although,"Kristofor Glinton, Matthew DeBerge, Emily Fisher, Samantha Schroth, Arjun Sinha, Jiao-Jing Wang, J. Andrew Wasserstrom, Mohammed Javeed Ansari, Zheng Jenny Zhang, Matthew Feinstein, Joseph R. Leventhal, Joseph M. Forbess, Jon Lomasney, Xunrong Luo, Edward B. Thorp",15,https://doi.org/10.1101/2021.02.04.429773 ,https://www.biorxiv.org/content/10.1101/2021.02.04.429773v1.full.pdf,587,87702,36,"kl, mabs, na, influenza, license, virus, antibody, viruses, cells, antibodies",http://dx.doi.org/10.1016/j.healun.2021.03.006,1
170,171,Chronic hM3Dq signaling in microglia ameliorates neuroinflammation in male mice,https://www.biorxiv.org/content/10.1101/2020.01.27.921809v1,Microglia express muscarinic G protein-coupled receptors (GPCRs) that sense cholinergic activity and,"William Binning, Aja E. Hogan-Cann, Diana Yae Sakae, Matthew Maksoud, Valeriy Ostapchenko, Mohammed Al-Onaizi, Sara Matovic, Wei-Yang Lu, Marco A. M. Prado, Wataru Inoue, Vania F. Prado",11,https://doi.org/10.1101/2020.01.27.921809 ,https://www.biorxiv.org/content/10.1101/2020.01.27.921809v1.full.pdf,,87404,45,"kl, mabs, na, influenza, license, virus, antibody, viruses, cells, antibodies",http://dx.doi.org/10.1016/j.bbi.2020.05.041,1
171,172,Ovarian status dictates the neuroinflammatory and behavioral consequences of sub-chronic stress exposure in middle-aged female mice,https://www.biorxiv.org/content/10.1101/706887v2,Ovarian hormones influence the outcomes of stress exposure and are implicated in stress-related diso,"Rand S. Eid, Stephanie E. Lieblich, Sarah J. Wong, Liisa A.M. Galea",4,https://doi.org/10.1101/706887 ,https://www.biorxiv.org/content/10.1101/706887v2.full.pdf,31,134597,43,"stress, il, https, org, al, et, ovarian, exposure, mice, license",http://dx.doi.org/10.1016/j.ynstr.2019.100199,1
172,173,Genetic determinants of chromatin reveal prostate cancer risk mediated by context-dependent gene regulation,https://www.biorxiv.org/content/10.1101/2021.05.10.443466v1,"Methods that link genetic variation to steady-state gene expression levels, such as expression quant","Sylvan C. Baca, Cassandra Singler, Soumya Zacharia, Ji-Heui Seo, Tunc Morova, Faraz Hach, Yi Ding, Tommer Schwarz, Chia-Chi Flora Huang, Cynthia Kalita, Stefan Groha, Mark M. Pomerantz, Victoria Wang, Simon Linder, Christopher J. Sweeney, Wilbert Zwart, Nathan A. Lack, Bogdan Pasaniuc, David Y. Takeda, Alexander Gusev, Matthew L. Freedman",21,https://doi.org/10.1101/2021.05.10.443466 ,https://www.biorxiv.org/content/10.1101/2021.05.10.443466v1.full.pdf,16,143406,51,"cwas, prostate, ar, cancer, snp, peaks, snps, peak, gwas, genetic",,0
173,174,A qualitative study exploring researchers perspectives on authorship decision-making,https://www.biorxiv.org/content/10.1101/615112v1,"Background Authorship has major implications for a researchers promotion and tenure, future funding","Lauren A. Maggio, Anthony R. Artino, Christopher J. Watling, Erik W. Driessen, Bridget C. OBrien",5,https://doi.org/10.1101/615112 ,https://www.biorxiv.org/content/10.1101/615112v1.full.pdf,,69525,21,"authorship, practices, participants, author, questionable, your, researchers, under, copyright, work",http://dx.doi.org/10.1111/medu.13950,0
174,175,Combined Vapor Exposure to THC and Alcohol in Pregnant Rats: Maternal Outcomes and Pharmacokinetic Effects,https://www.biorxiv.org/content/10.1101/2020.07.24.220103v2,"Cannabis is the most frequently used illicit drug among pregnant women, yet the potential consequenc","Kristen R. Breit, Cristina Rodriguez, Annie Lei, Jennifer D. Thomas",4,https://doi.org/10.1101/2020.07.24.220103 ,https://www.biorxiv.org/content/10.1101/2020.07.24.220103v2.full.pdf,,94739,39,"thc, exposure, alcohol, etoh, al, et, levels, vapor, gd, cannabis",http://dx.doi.org/10.1016/j.ntt.2020.106930,1
175,176,DELPHI: accurate deep ensemble model for protein interaction sites prediction,https://www.biorxiv.org/content/10.1101/2020.01.31.929570v2,"Motivation Proteins usually perform their functions by interacting with other proteins, which is why","Yiwei Li, Lucian Ilie",2,https://doi.org/10.1101/2020.01.31.929570 ,https://www.biorxiv.org/content/10.1101/2020.01.31.929570v2.full.pdf,2,113212,16,"thc, exposure, alcohol, etoh, al, et, levels, vapor, gd, cannabis",http://dx.doi.org/10.1093/bioinformatics/btaa750,1
176,177,Immunogenicity and protective efficacy of one- and two-dose regimens of the Ad26.COV2.S COVID-19 vaccine candidate in adult and aged rhesus macaques,https://www.biorxiv.org/content/10.1101/2020.11.17.368258v2,Safe and effective coronavirus disease (COVID)-19 vaccines are urgently needed to control the ongoin,"Laura Solforosi, Harmjan Kuipers, Sietske K. Rosendahl Huber, Joan E.M. van der Lubbe, Liesbeth Dekking, Dominika N. Czapska-Casey, Ana Izquierdo Gil, Miranda R.M. Baert, Joke Drijver, Joost Vaneman, Ella van Huizen, Ying Choi, Jessica Vreugdenhil, Sanne Kroos, Adriaan H. de Wilde, Eleni Kourkouta, Jerome Custers, Tim J. Dalebout, Sebenzile K. Myeni, Marjolein Kikkert, Eric J. Snijder, Dan H. Barouch, Kinga P. Böszörményi, Marieke A. Stammes, Ivanela Kondova, Ernst J. Verschoor, Babs E. Verstrepen, Gerrit Koopman, Petra Mooij, Willy M.J.M. Bogers, Marjolein van Heerden, Leacky Muchene, Jeroen T.B.M. Tolboom, Ramon Roozendaal, Hanneke Schuitemaker, Frank Wegmann, Roland C. Zahn",37,https://doi.org/10.1101/2020.11.17.368258 ,https://www.biorxiv.org/content/10.1101/2020.11.17.368258v2.full.pdf,16,108404,47,"thc, exposure, alcohol, etoh, al, et, levels, vapor, gd, cannabis",,0
177,178,The white matter is a pro-differentiative microenvironment for glioblastoma,https://www.biorxiv.org/content/10.1101/2020.11.14.379594v1,Glioblastomas are hierarchically organised tumours driven by glioma stem cells that retain partial d,"Lucy J. Brooks, Melanie P. Clements, Jemima J. Burden, Daniela Kocher, Luca Richards, Sara Castro Devesa, Megan Woodberry, Michael Ellis, Leila Zakka, Zane Jaunmuktane, Sebastian Brandner, Gillian Morrison, Steven M. Pollard, Peter B. Dirks, Samuel Marguerat, Simona Parrinello",16,https://doi.org/10.1101/2020.11.14.379594 ,https://www.biorxiv.org/content/10.1101/2020.11.14.379594v1.full.pdf,158,224136,52,"cells, tumour, al, et, figure, matter, all, white, differentiation, cell",,0
178,179,Metabolic rules of microbial community assembly,https://www.biorxiv.org/content/10.1101/2020.03.09.984278v1,"To develop a quantitative theory that can predict how microbiomes assemble, and how they respond to ","Sylvie Estrela, Jean C. C. Vila, Nanxi Lu, Djordje Bajic, Maria Rebolleda-Gomez, Chang-Yu Chang, Alvaro Sanchez",7,https://doi.org/10.1101/2020.03.09.984278 ,https://www.biorxiv.org/content/10.1101/2020.03.09.984278v1.full.pdf,6,95350,24,"communities, community, fig, glucose, al, et, metabolic, growth, pseudomonas, license",http://dx.doi.org/10.1016/j.cels.2021.09.011,0
179,180,Basal forebrain volume reliably predicts the cortical spread of Alzheimers degeneration,https://www.biorxiv.org/content/10.1101/676544v2,Alzheimers disease neuropathology is thought to spread across anatomically and functionally connect,"Sara Fernández-Cabello, Martin Kronbichler, Koene R. A. Van Dijk, James A. Goodman, R. Nathan Spreng, Taylor W. Schmitz",6,https://doi.org/10.1101/676544 ,https://www.biorxiv.org/content/10.1101/676544v2.full.pdf,6,91445,38,"ec, nbm, al, et, adni, csf, alzheimer, disease, group, license",http://dx.doi.org/10.1093/brain/awaa012,1
180,181,Accelerating COVID-19 research with graph mining and transformer-based learning,https://www.biorxiv.org/content/10.1101/2021.02.11.430789v1,"In 2020, the White House released the, Call to Action to the Tech Community on New Machine Readable","Ilya Tyagin, Ankit Kulshrestha, Justin Sybrandt, Krish Matta, Michael Shtutman, Ilya Safro",6,https://doi.org/10.1101/2021.02.11.430789 ,https://www.biorxiv.org/content/10.1101/2021.02.11.430789v1.full.pdf,5,80654,9,"agatha, covid, semantic, system, information, model, graph, models, systems, predicates",,0
181,182,Primary cilia sensitize insulin receptor-mediated negative feedback in pancreatic ß cells,https://www.biorxiv.org/content/10.1101/2020.12.02.408914v1,Insulin receptors (IR) can localize to the primary cilia of pancreatic ß cells. Because primary cili,"Yuezhe Li, Prem. K. Shrestha, Yi I. Wu",3,https://doi.org/10.1101/2020.12.02.408914 ,https://www.biorxiv.org/content/10.1101/2020.12.02.408914v1.full.pdf,24,73766,33,"insulin, cells, ir, al, et, https, primary, fig, glucose, license",,0
182,183,Phase dynamics of cerebral blood flow in subarachnoid haemorrhage in response to sodium nitrite infusion,https://www.biorxiv.org/content/10.1101/2020.06.15.152108v2,Aneurysmal subarachnoid haemorrhage (SAH) is a devastating subset of stroke. One of the major determ,"Martyn Ezra, Payashi Garry, Matthew J Rowland, Georgios D Mitsis, Kyle TS Pattinson",5,https://doi.org/10.1101/2020.06.15.152108 ,https://www.biorxiv.org/content/10.1101/2020.06.15.152108v2.full.pdf,8,130150,51,"https, org, phase, cerebral, hz, d, all, without, psi, review",http://dx.doi.org/10.1016/j.niox.2020.10.004,1
183,184,Redefining mesothelioma types as a continuum uncovers the immune and vascular systems as key players in the diagnosis and prognosis of this disease,https://www.biorxiv.org/content/10.1101/334326v1,"Malignant Pleural Mesothelioma (MPM) is an aggressive disease related to asbestos exposure, which in","Nicolas Alcala, Christophe Caux, Nicolas Girard, J.D. McKay, Francoise Galateau-Salle, Matthieu Foll, Lynnette Fernandez-Cuesta",7,https://doi.org/10.1101/334326 ,https://www.biorxiv.org/content/10.1101/334326v1.full.pdf,2,79298,17,"fig, genes, expression, samples, model, immune, survival, using, sarcomatoid, d",http://dx.doi.org/10.1016/j.ebiom.2019.09.003,0
184,185,Augmented base pairing networks encode RNA-small molecule binding preferences,https://www.biorxiv.org/content/10.1101/701326v3,Motivation The binding of small molecules to RNAs is an important mechanism which can stabilize 3D s,"Carlos Oliver, Vincent Mallet, Roman Sarrazin Gendron, Vladimir Reinharz, William L. Hamilton, Nicolas Moitessier, Jérôme Waldispühl",7,https://doi.org/10.1101/701326 ,https://www.biorxiv.org/content/10.1101/701326v3.full.pdf,4,78788,14,"rna, binding, ligand, base, data, pairing, ligands, fingerprint, set, structure",http://dx.doi.org/10.1093/nar/gkaa583,1
185,186,Seizures are a druggable mechanistic link between TBI and subsequent tauopathy,https://www.biorxiv.org/content/10.1101/2020.05.12.091819v1,Traumatic brain injury (TBI) is a prominent risk factor for neurodegenerative diseases and dementias,"Hadeel Alyenbaawi, Richard Kanyo, Laszlo F. Locskai, Razieh Kamali-Jamil, Michèle G. DuVal, Qing Bai, Holger Wille, Edward A. Burton, W. Ted Allison",9,https://doi.org/10.1101/2020.05.12.091819 ,https://www.biorxiv.org/content/10.1101/2020.05.12.091819v1.full.pdf,109,253993,62,"tbi, tau, brain, al, et, zebrafish, larvae, traumatic, gfp, injury",http://dx.doi.org/10.7554/eLife.58744,0
186,187,Control of Slc7a5 sensitivity by the voltage-sensing domain of Kv1 channels,https://www.biorxiv.org/content/10.1101/2020.01.17.910059v1,"Many voltage-dependent ion channels are regulated by accessory proteins, although the underlying mec","Nazlee Sharmin, Shawn M. Lamothe, Victoria A. Baronas, Grace Silver, Yubin Hao, Harley T. Kurata",6,https://doi.org/10.1101/2020.01.17.910059 ,https://www.biorxiv.org/content/10.1101/2020.01.17.910059v1.full.pdf,33,77253,43,"channels, license, voltage, mv, regulation, channel, al, et, cell, disinhibition",http://dx.doi.org/10.1016/j.bpj.2019.11.1549,1
187,188,Mechanisms of a sustained anti-inflammatory drug response in alveolar macrophages unraveled with mathematical modeling,https://www.biorxiv.org/content/10.1101/2020.04.13.031245v1,Both initiation and suppression of inflammation are hallmarks of the immune response. If not balance,"Elin Nyman, Maria Lindh, William Lövfors, Christian Simonsson, Alexander Persson, Daniel Eklund, Erica Bäckström, Markus Fridén, Gunnar Cedersund",9,https://doi.org/10.1101/2020.04.13.031245 ,https://www.biorxiv.org/content/10.1101/2020.04.13.031245v1.full.pdf,70,69886,20,"dexa, data, response, tnf, hypothesis, lps, figure, model, nf, sustained",http://dx.doi.org/10.1002/psp4.12568,1
188,189,Differential effects of emotional valence on mnemonic performance with greater hippocampal maturity,https://www.biorxiv.org/content/10.1101/2020.09.30.319178v1,"The hippocampal formation (HF) facilitates the creation of declarative memories, with subfields prov","Adam Kimbler, Dana McMakin, Nicholas J. Tustison, Aaron T. Mattfeld",4,https://doi.org/10.1101/2020.09.30.319178 ,https://www.biorxiv.org/content/10.1101/2020.09.30.319178v1.full.pdf,11,60722,24,"hf, et, al, generalization, maturity, license, amygdala, discrimination, memory, negative",,0
189,190,Back to the future: Implications of genetic complexity for hybrid breeding strategies,https://www.biorxiv.org/content/10.1101/2020.10.21.349332v1,"Commercial hybrid breeding operations can be described as decentralized networks of smaller, more or","Frank Technow, Dean Podlich, Mark Cooper",3,https://doi.org/10.1101/2020.10.21.349332 ,https://www.biorxiv.org/content/10.1101/2020.10.21.349332v1.full.pdf,2,180909,20,"genetic, breeding, al, et, strategies, complexity, all, population, lines, programs",http://dx.doi.org/10.1093/g3journal/jkab153,0
190,191,Multiscale ATUM-FIB microscopy enables targeted ultrastructural analysis at isotropic resolution,https://www.biorxiv.org/content/10.1101/2020.03.30.015727v1,Volume electron microscopy enables the ultrastructural analysis of biological tissues and is essenti,"Georg Kislinger, Helmut Gnägi, Martin Kerschensteiner, Mikael Simons, Thomas Misgeld, Martina Schifferer",6,https://doi.org/10.1101/2020.03.30.015727 ,https://www.biorxiv.org/content/10.1101/2020.03.30.015727v1.full.pdf,13,66623,26,"genetic, breeding, al, et, strategies, complexity, all, population, lines, programs",http://dx.doi.org/10.1016/j.isci.2020.101290,1
191,192,StormGraph: A graph-based algorithm for quantitative clustering analysis of diverse single-molecule localization microscopy data,https://www.biorxiv.org/content/10.1101/515627v4,Clustering of proteins is crucial for many cellular processes and can be imaged at nanoscale resolut,"Joshua M. Scurll, Libin Abraham, Da Wei Zheng, Reza Tafteh, Keng C. Chou, Michael R. Gold, Daniel Coombs",7,https://doi.org/10.1101/515627 ,https://www.biorxiv.org/content/10.1101/515627v4.full.pdf,17,154045,53,"genetic, breeding, al, et, strategies, complexity, all, population, lines, programs",,0
192,193,A 96-well culture platform enables longitudinal analyses of engineered human skeletal muscle microtissue strength,https://www.biorxiv.org/content/10.1101/562819v1,Three-dimensional (3D) in vitro models of human skeletal muscle mimic aspects of native tissue struc,"Mohammad E. Afshar, Haben Y. Abraha, Mohsen A. Bakooshli, Sadegh Davoudi, Nimalan Thavandiran, Kayee Tung, Henry Ahn, Howard Ginsberg, Peter W. Zandstra, Penney M. Gilbert",10,https://doi.org/10.1101/562819 ,https://www.biorxiv.org/content/10.1101/562819v1.full.pdf,13,139972,59,"muscle, hmmts, post, license, al, et, myotactic, figure, d, hmmt",http://dx.doi.org/10.1038/s41598-020-62837-8,1
193,194,Failures of nerve regeneration caused by aging or chronic denervation are rescued by restoring Schwann cell c-Jun,https://www.biorxiv.org/content/10.1101/2020.10.06.327957v1,"After nerve injury, myelin and Remak Schwann cells reprogram to repair cells specialized for regener","Laura J. Wagstaff, Jose A. Gomez-Sanchez, Shaline V. Fazal, Georg W. Otto, Alastair M. Kilpatrick, Kirolos Michael, Liam Y.N. Wong, Ki H. Ma, Mark Turmaine, John Svaren, Tessa Gordon, Peter Arthur-Farraj, Sergio Velasco-Aviles, Hugo Cabedo, Cristina Benito, Rhona Mirsky, Kristjan R Jessen",17,https://doi.org/10.1101/2020.10.06.327957 ,https://www.biorxiv.org/content/10.1101/2020.10.06.327957v1.full.pdf,14,122113,51,"jun, nerves, schwann, wt, cell, nerve, cells, mice, regeneration, al",http://dx.doi.org/10.7554/elife.62232,0
194,195,Looking for a reference for large datasets: relative reliability of visual and automatic sleep scoring,https://www.biorxiv.org/content/10.1101/576090v1,Study Objectives New challenges in sleep science require to describe fine grain phenomena or to deal,"C. Berthomier, V. Muto, C. Schmidt, G. Vandewalle, M. Jaspar, J. Devillers, G. Gaggioni, S. L. Chellappa, C. Meyer, C. Phillips, E. Salmon, P. Berthomier, J. Prado, O. Benoit, M. Brandewinder, J. Mattout, J. Maquet",17,https://doi.org/10.1101/576090 ,https://www.biorxiv.org/content/10.1101/576090v1.full.pdf,,85568,32,"sleep, scoring, visual, agreement, expert, experts, license, variability, automatic, epochs",http://dx.doi.org/10.1111/jsr.12994,0
195,196,Population sequencing reveals clonal diversity and ancestral inbreeding in the grapevine cultivar Chardonnay,https://www.biorxiv.org/content/10.1101/389197v1,Chardonnay is the basis of some of the worlds most iconic wines and its success is underpinned by a,"Michael J. Roach, Daniel L. Johnson, Joerg Bohlmann, Hennie J.J. van Vuuren, Steven J. M. Jones, Isak S. Pretorius, Simon A. Schmidt, Anthony R. Borneman",8,https://doi.org/10.1101/389197 ,https://www.biorxiv.org/content/10.1101/389197v1.full.pdf,13,87638,38,"chardonnay, genome, license, pinot, clonal, sequencing, available, assembly, clones, using",http://dx.doi.org/10.1371/journal.pgen.1007807,1
196,197,Re-Evaluating One-step Generation of Mice Carrying Conditional Alleles by CRISPR-Cas9-Mediated Genome Editing Technology,https://www.biorxiv.org/content/10.1101/393231v2,CRISPR-Cas9 gene editing technology has considerably facilitated the generation of mouse knockout al,"Channabasavaiah Gurumurthy, Rolen Quadros, John Adams, Pilar Alcaide, Shinya Ayabe, Johnathan Ballard, Surinder K. Batra, Marie-Claude Beauchamp, Kathleen A Becker, Guillaume Bernas, David Brough, Francisco Carrillo-Salinas, Ruby Dawson, Victoria DeMambro, Jinke DHont, Katharine Dibb, James D. Eudy, Lin Gan, Jing Gao, Amy Gonzales, Anyonya Guntur, Huiping Guo, Donald W. Harms, Anne Harrington, Kathryn E. Hentges, Neil Humphreys, Shiho Imai, Hideshi Ishii, Mizuho Iwama, Eric Jonasch, Michelle Karolak, Bernard Keavney, Nay-Chi Khin, Masamitsu Konno, Yuko Kotani, Yayoi Kunihiro, Imayavaramban Lakshmanan, Catherine Larochelle, Catherine B. Lawrence, Lin Li, Volkhard Lindner, Xian-De Liu, Gloria Lopez-Castejon, Andrew Loudon, Jenna Lowe, Loydie Jerome-Majeweska, Taiji Matsusaka, Hiromi Miura, Yoshiki Miyasaka, Benjamin Morpurgo, Katherine Motyl, Yo-ichi Nabeshima, Koji Nakade, Toshiaki Nakashiba, Kenichi Nakashima, Yuichi Obata, Sanae Ogiwara, Mariette Ouellet, Leif Oxburgh, Sandra Piltz, Ilka Pinz, Moorthy P. Ponnusamy, David Ray, Ronald J. Redder, Clifford J Rosen, Nikki Ross, Mark T. Ruhe, Larisa Ryzhova, Ane M. Salvador, Radislav Sedlacek, Karan Sharma, Chad Smith, Katrien Staes, Lora Starrs, Fumihiro Sugiyama, Satoru Takahashi, Tomohiro Tanaka, Andrew Trafford, Yoshihiro Uno, Leen Vanhoutte, Frederique Vanrockeghem, Brandon J. Willis, Christian S. Wright, Yuko Yamauchi, Xin Yi, Kazuto Yoshimi, Xuesong Zhang, Yu Zhang, Masato Ohtsuka, Satyabrata Das, Daniel J. Garry, Tino Hochepied, Paul Thomas, Jan Parker-Thornburg, Antony D Adamson, Atsushi Yoshiki, Jean-Francois Schmouth, Andrei Golovko, William R. Thompson, KC. Kent Lloyd, Joshua A. Wood, Mitra Cowan, Tomoji Mashimo, Seiya Mizuno, Hao Zhu, Petr Kasparek, Lucy Liaw, Joseph M. Miano, Gaetan Burgio",109,https://doi.org/10.1101/393231 ,https://www.biorxiv.org/content/10.1101/393231v2.full.pdf,29,184861,38,"loxp, ng, exon, sgrna, university, indels, mouse, ssodn, license, sites",http://dx.doi.org/10.1186/s13059-019-1776-2,1
197,198,Crystal structure of human PACRG in complex with MEIG1,https://www.biorxiv.org/content/10.1101/783373v1,"In human, the Parkin Co-Regulated Gene (PACRG) shares a bidirectional promoter with Parkin, a gene i","Nimra Khan, Dylan Pelletier, Simon Veyron, Nathalie Croteau, Muneyoshi Ichikawa, Corbin Black, Ahmad Abdelzaher Zaki Khalifa, Sami Chaaban, Igor Kurinov, Gary Brouhard, Khanh Huy Bui, Jean-François Trempe",12,https://doi.org/10.1101/783373 ,https://www.biorxiv.org/content/10.1101/783373v1.full.pdf,371,166656,35,"pacrg, structure, parkin, tubulin, protein, figure, license, human, complex, mm",http://dx.doi.org/10.1016/j.str.2021.01.001,1
